EVENT_NO,LAT,LONGT
16AN5140, 36.84264,-119.79736
16AN5117, 36.73579,-119.70010
16AN5152, 36.74318,-119.77243
16AN5229, 36.73518,-119.79336
16AN5251, 36.75743,-119.83059
16AN5272, 36.74183,-119.75444
16AN5287, 36.78427,-119.83988
16AN5290, 36.78650,-119.83543
16AN5285, 36.83246,-119.75418
16AN5315, 36.77407,-119.74085
16AN5339, 36.77323,-119.76011
16AN5389, 36.77969,-119.78153
16AN5396, 36.75042,-119.79889
16AN5407, 36.79046,-119.79053
16AN5489, 36.79410,-119.79052
16AN5679, 36.82041,-119.75415
16AN5685, 36.75037,-119.78828
16AN5858, 36.76504,-119.77554
16AN6061, 36.75025,-119.82430
16AN6130, 36.80825,-119.83540
16AN6141, 36.79232,-119.75429
16AN6161, 36.72862,-119.76808
16AN6273, 36.80857,-119.78139
16AN6292, 36.75044,-119.76432
16AN6361, 36.74720,-119.80070
16AN6354, 36.70679,-119.79984
16AN6433, 36.76502,-119.77924
16AN6471, 36.76501,-119.78154
16AN6499, 36.75045,-119.73638
16AN6512, 36.84445,-119.79055
16AN6511, 36.83869,-119.79026
16AN6508, 36.82292,-119.79035
16AN6519, 36.84177,-119.79041
16AN6546, 36.83869,-119.79026
16AN6547, 36.82292,-119.79035
16AN6588, 36.80853,-119.79045
16AN6591, 36.74865,-119.78830
16AN6606, 36.74775,-119.71327
16AN6634, 36.82292,-119.79035
16AN6651, 36.75042,-119.79054
16AN6665, 36.75043,-119.78488
16AN6674, 36.76497,-119.79891
16AN6714, 36.83730,-119.76318
16AN6715, 36.75045,-119.77250
16AN6715, 36.75045,-119.77250
16AN6738, 36.79176,-119.79083
16AN6747, 36.79410,-119.79052
16AN6750, 36.77228,-119.79055
16AN6783, 36.73173,-119.77107
16AN6769, 36.79361,-119.86500
16AN6829, 36.78863,-119.79053
16AN6847, 36.83810,-119.78974
16AN6847, 36.83810,-119.78974
16AN6865, 36.77218,-119.70024
16AN7297, 36.77932,-119.82427
16AN7379, 36.78422,-119.78797
16AN7553, 36.88404,-119.76636
16AN7746, 36.73612,-119.73236
16AN7873, 36.77931,-119.82656
16AN7900, 36.75746,-119.82912
16AN7939, 36.85191,-119.77025
16AN7947, 36.84087,-119.80185
16AN7946, 36.80859,-119.76325
16AN7956, 36.83703,-119.80834
16AN7961, 36.83729,-119.82634
16AN7966, 36.80963,-119.87558
16AN7977, 36.79410,-119.79052
16AN7977, 36.79410,-119.79052
16AN7986, 36.70688,-119.77621
16AN7987, 36.75221,-119.78928
16AN8014, 36.74319,-119.73642
16AN8016, 36.76502,-119.79055
16AN8052, 36.79046,-119.79053
16AN8052, 36.79046,-119.79053
16AN8057, 36.73064,-119.78473
16AN8064, 36.74319,-119.70013
16AN8076, 36.79410,-119.79052
16AN8084, 36.75042,-119.71824
16AN8121, 36.75743,-119.84430
16AN8907, 36.77931,-119.82656
16AN9009, 36.70719,-119.75189
16AN9039, 36.72320,-119.75125
16AN9217, 36.73028,-119.80022
16AN9228, 36.77945,-119.80410
16AN9288, 36.83727,-119.83538
16AN9338, 36.73589,-119.75456
16AN9418, 36.75769,-119.76801
16AN9444, 36.75039,-119.80121
16AN9426, 36.75047,-119.76258
16AN9433, 36.75233,-119.77362
16AN9445, 36.74865,-119.78830
16AN9455, 36.76472,-119.82396
16AN9462, 36.79369,-119.84837
16AN9474, 36.75044,-119.77925
16AN9509, 36.75044,-119.78151
16AT7599, 36.72862,-119.71393
16AT7677, 36.82256,-119.89377
16AT7692, 36.82169,-119.88393
16AT7715, 36.79410,-119.79052
16AT7767, 36.82147,-119.88842
16AN9865, 36.71770,-119.81559
16AN9906, 36.75607,-119.75446
16AN9892, 36.73593,-119.73635
16AO0327, 36.79325,-119.78919
16AO0342, 36.73590,-119.71837
16AO0350, 36.75770,-119.77251
16AO0477, 36.79318,-119.78825
16AO0516, 36.75046,-119.74091
16AO0570, 36.74868,-119.75445
16AO0643, 36.78630,-119.88475
16AO0667, 36.80134,-119.76327
16AO0670, 36.73589,-119.75456
16AO0701, 36.73122,-119.79892
16AO0727, 36.82624,-119.88960
16AO0749, 36.75045,-119.73638
16AO0793, 36.72321,-119.74556
16AO0832, 36.72747,-119.81314
16AO0889, 36.72868,-119.73195
16AO1131, 36.72867,-119.73647
16AO1587, 36.75041,-119.79279
16AO1841, 36.76502,-119.78605
16AO1849, 36.77942,-119.80862
16AO1864, 36.75048,-119.75444
16AO1869, 36.75040,-119.71311
16AO1920, 36.80830,-119.82435
16AO1925, 36.79381,-119.82640
16AO1949, 36.76773,-119.77253
16AO1986, 36.79410,-119.79052
16AO2005, 36.83015,-119.79030
16AO2006, 36.72953,-119.75461
16AO2028, 36.82296,-119.78433
16AO2032, 36.84468,-119.78380
16AO2038, 36.82296,-119.78433
16AO2067, 36.72862,-119.75460
16AO2072, 36.79371,-119.84429
16AO2110, 36.70598,-119.75468
16AO2122, 36.70696,-119.73643
16AO2136, 36.75772,-119.74542
16AO2137, 36.71415,-119.73881
16AO2156, 36.72136,-119.81338
16AO2159, 36.83730,-119.77223
16AO2164, 36.72859,-119.81760
16AO2175, 36.77494,-119.79957
16AO2198, 36.81586,-119.75760
16AO2205, 36.72862,-119.75460
16AO2211, 36.72645,-119.80880
16AO2218, 36.72857,-119.81311
16AO2222, 36.72853,-119.82662
16AO2235, 36.73122,-119.79892
16AO2300, 36.81742,-119.79489
16AO2471, 36.73589,-119.75120
16AO2664, 36.73588,-119.77562
16AO2848, 36.71429,-119.69831
16AO2893, 36.72324,-119.75914
16AO3069, 36.72533,-119.79227
16AO3079, 36.75093,-119.81311
16AO3112, 36.82305,-119.77226
16AO3112, 36.82305,-119.77226
16AO3157, 36.76131,-119.75674
16AO3170, 36.72146,-119.78320
16AO3167, 36.70681,-119.80887
16AO3185, 36.70681,-119.80887
16AO3255, 36.75011,-119.84424
16AO3324, 36.70690,-119.76845
16AO3366, 36.78683,-119.77244
16AO3381, 36.74684,-119.76434
16AO3416, 36.82786,-119.79006
16AO3379, 36.75044,-119.78151
16AO3475, 36.79381,-119.82640
16AO3490, 36.75295,-119.79886
16AO3496, 36.75525,-119.82887
16AO3511, 36.75044,-119.77925
16AO3527, 36.74185,-119.77443
16AO3534, 36.73590,-119.71837
16AO3547, 36.75746,-119.82912
16AO3560, 36.78650,-119.83543
16AO3517, 36.74504,-119.78600
16AO3576, 36.81575,-119.78133
16AO3587, 36.80853,-119.78501
16AO3586, 36.75563,-119.77998
16AO3427, 36.76502,-119.77924
16AO3601, 36.75873,-119.79955
16AO3629, 36.75046,-119.74542
16AO3669, 36.75043,-119.70015
16AO3703, 36.73589,-119.75456
16AO3739, 36.85176,-119.80527
16AO3761, 36.83010,-119.80270
16AO3824, 36.81578,-119.77229
16AO3976, 36.73965,-119.80689
16AO4017, 36.73693,-119.80856
16AO4065, 36.74037,-119.75567
16AO4280, 36.72862,-119.76363
16AO4400, 36.73588,-119.76594
16AO4521, 36.75924,-119.71829
16AO4526, 36.78682,-119.78149
16AO4577, 36.80861,-119.75418
16AO4619, 36.81541,-119.86278
16AO4627, 36.83717,-119.86242
16AO4645, 36.83711,-119.87900
16AO4734, 36.73811,-119.76598
16AO4740, 36.77924,-119.83549
16AO4769, 36.82290,-119.79260
16AO4737, 36.71783,-119.79981
16AO4775, 36.83730,-119.77223
16AO4790, 36.74502,-119.77091
16AO4789, 36.73174,-119.79818
16AO4821, 36.75772,-119.74542
16AO4824, 36.76622,-119.75452
16AO4834, 36.75231,-119.75500
16AO4836, 36.72313,-119.82000
16AO4869, 36.74321,-119.75902
16AO4875, 36.73928,-119.75448
16AO4878, 36.73317,-119.74099
16AO4897, 36.81575,-119.79042
16AO4990, 36.77772,-119.79055
16AO4992, 36.80860,-119.74972
16AO5027, 36.73174,-119.79818
16AO5026, 36.73472,-119.80146
16AO5055, 36.78286,-119.83663
16AO5032, 36.70693,-119.76032
16AO5044, 36.74774,-119.75446
16AO5089, 36.77922,-119.83947
16AO5120, 36.74319,-119.76432
16AO5120, 36.74319,-119.76432
16AO5173, 36.79413,-119.75427
16AO5283, 36.78243,-119.66227
16AO5334, 36.73225,-119.75458
16AO5360, 36.75039,-119.78939
16AO5430, 36.77572,-119.81761
16AO5444, 36.77107,-119.82886
16AO5453, 36.77222,-119.79956
16AO5541, 36.84267,-119.79045
16AO5649, 36.77195,-119.83409
16AO5674, 36.77922,-119.83947
16AO5725, 36.78114,-119.82207
16AO5790, 36.77137,-119.79055
16AO5837, 36.78943,-119.80407
16AO5861, 36.72653,-119.79060
16AO5885, 36.80859,-119.76325
16AO5899, 36.83726,-119.79025
16AO5901, 36.83726,-119.79025
16AO5912, 36.82292,-119.79035
16AO5917, 36.80853,-119.79045
16AO5931, 36.75768,-119.79884
16AO6002, 36.74593,-119.76926
16AO5975, 36.81219,-119.79043
16AO5988, 36.81934,-119.79043
16AO5983, 36.84445,-119.79055
16AO6001, 36.82287,-119.80438
16AO6009, 36.82044,-119.78989
16AO6015, 36.80132,-119.79048
16AO5954, 36.74321,-119.75449
16AO6027, 36.83726,-119.79025
16AO6052, 36.77931,-119.82656
16AO6054, 36.83015,-119.79030
16AO6073, 36.77924,-119.83549
16AO6073, 36.77924,-119.83549
16AO6069, 36.78141,-119.83993
16AO6115, 36.85941,-119.73879
16AO6128, 36.73466,-119.80857
16AO6138, 36.74321,-119.74998
16AO6155, 36.78644,-119.80865
16AO6165, 36.78648,-119.83989
16AO6174, 36.77228,-119.78155
16AO6193, 36.80855,-119.78260
16AO6248, 36.79410,-119.78594
16AO6293, 36.77195,-119.83409
16AO6335, 36.73587,-119.70928
16AO6343, 36.78467,-119.83546
16AO6364, 36.72232,-119.75466
16AO6449, 36.75726,-119.78926
16AO6453, 36.78287,-119.83546
16AO6472, 36.77818,-119.84616
16AO6483, 36.77193,-119.84437
16AO6530, 36.79362,-119.87135
16AO6550, 36.74503,-119.76263
16AO6525, 36.75112,-119.78935
16AO6582, 36.80834,-119.81742
16AO6597, 36.78644,-119.80865
16AO6645, 36.73361,-119.75456
16AO6742, 36.75409,-119.79279
16AO7166, 36.77926,-119.84201
16AO7312, 36.83030,-119.75417
16AO7333, 36.76468,-119.84433
16AO7348, 36.76468,-119.84433
16AO7409, 36.77403,-119.80106
16AO7409, 36.77403,-119.80106
16AO7415, 36.76480,-119.81766
16AO7422, 36.79325,-119.78919
16AO7410, 36.76500,-119.77252
16AO7453, 36.72862,-119.76808
16AO7496, 36.75519,-119.83054
16AO7500, 36.79182,-119.83539
16AO7483, 36.75048,-119.75444
16AO7556, 36.83590,-119.76934
16AO7920, 36.73174,-119.79818
16AO7954, 36.73506,-119.81257
16AO8277, 36.76128,-119.80463
16AO8284, 36.72500,-119.75463
16AO8422, 36.74863,-119.73641
16AO8486, 36.75025,-119.82430
16AO8629, 36.75038,-119.80830
16AO8631, 36.80819,-119.85807
16AO8635, 36.78645,-119.84435
16AO8699, 36.75024,-119.82542
16AO8718, 36.78084,-119.78154
16AO8698, 36.81575,-119.79042
16AO8736, 36.85624,-119.77546
16AO8748, 36.75863,-119.78780
16AO8784, 36.74890,-119.79888
16AO8788, 36.76501,-119.78154
16AO8810, 36.78863,-119.79053
16AO9448,,
16AO9673, 36.70598,-119.75468
16AO9743, 36.72076,-119.79167
16AO9752, 36.76496,-119.80406
16AO9760, 36.74318,-119.77243
16AO9798, 36.76502,-119.79055
16AO9821, 36.80095,-119.84438
16AO9834, 36.75048,-119.75444
16AO9839, 36.77967,-119.79053
16AO9861, 36.77193,-119.84437
16AO9939, 36.72862,-119.75460
16AO9954, 36.79370,-119.84716
16AP0000, 36.78299,-119.81756
16AP0003, 36.82652,-119.79039
16AP0012, 36.76502,-119.78605
16AP0067, 36.78284,-119.83992
16AP0066, 36.72356,-119.79470
16AP0084, 36.78645,-119.84435
16AP0101, 36.77199,-119.82664
16AP0120, 36.75863,-119.74768
16AP0127, 36.71778,-119.79870
16AP0227, 36.78682,-119.78707
16AP0229, 36.77329,-119.83551
16AP0259, 36.77926,-119.84201
16AP0261, 36.75825,-119.83144
16AP0359, 36.78928,-119.82645
16AP0359, 36.78928,-119.82645
16AP0900, 36.82674,-119.86932
16AP0991, 36.77193,-119.84437
16AP1107, 36.74864,-119.76925
16AP1176, 36.79331,-119.85725
16AP1176, 36.79331,-119.85725
16AP1304, 36.79771,-119.79050
16AP1304, 36.79771,-119.79050
16AP1438, 36.74111,-119.80485
16AP1447, 36.73965,-119.80689
16AP1447, 36.73965,-119.80689
16AP1448, 36.78427,-119.83988
16AP1477, 36.75046,-119.74542
16AP1499, 36.75590,-119.74542
16AP1498, 36.74582,-119.80035
16AP1357, 36.80853,-119.79045
16AP1357, 36.80853,-119.79045
16AP1526, 36.72285,-119.79571
16AP1536, 36.72975,-119.79598
16AP1542, 36.74317,-119.72735
16AP1550, 36.75044,-119.77475
16AP1575, 36.72415,-119.81578
16AP1578, 36.73225,-119.75117
16AP1579, 36.73866,-119.73190
16AP1661, 36.85176,-119.80527
16AP1670, 36.75043,-119.78488
16AP1689, 36.80081,-119.88943
16AP1700, 36.83872,-119.80831
16AP1743, 36.83745,-119.78351
16AP1784, 36.73590,-119.74549
16AP1824, 36.80819,-119.85807
16AP1824, 36.80819,-119.85807
16AP1824, 36.80819,-119.85807
16AP1834, 36.78648,-119.83874
16AP1929, 36.84447,-119.80184
16AP1947, 36.78683,-119.77244
16AP1953, 36.80861,-119.75418
16AP2127, 36.76469,-119.82958
16AP2290, 36.72953,-119.75123
16AP2561, 36.75038,-119.80288
16AP2550, 36.72864,-119.81018
16AP2573, 36.75726,-119.78926
16AP2574, 36.77016,-119.82664
16AP2599, 36.82169,-119.88393
16AP2616, 36.75745,-119.83153
16AP2643, 36.72265,-119.80096
16AP2645, 36.76045,-119.78153
16AP2648, 36.74318,-119.77243
16AP2665, 36.73970,-119.78198
16AP2666, 36.71235,-119.78626
16AP2672, 36.79410,-119.79052
16AP2681, 36.72955,-119.80124
16AP2681, 36.72955,-119.80124
16AP2747, 36.73589,-119.75456
16AP2765, 36.75303,-119.78925
16AP2789, 36.78644,-119.80865
16AP2821, 36.82184,-119.88067
16AP2835, 36.82313,-119.75415
16AP2857, 36.75768,-119.79884
16AP2877, 36.73606,-119.69562
16AP2882, 36.72866,-119.80580
16AP2884, 36.76499,-119.79448
16AP2846, 36.73254,-119.80452
16AP2846, 36.73254,-119.80452
16AP2894, 36.75767,-119.80158
16AP2896, 36.73592,-119.72740
16AP2897, 36.75766,-119.80284
16AP2909, 36.73693,-119.80856
16AP2917, 36.75747,-119.71827
16AP2905, 36.75743,-119.82778
16AP2923, 36.73489,-119.72741
16AP2941, 36.74330,-119.78194
16AP2956, 36.81934,-119.79043
16AP2969, 36.79373,-119.84027
16AP2971, 36.78642,-119.85437
16AP2973, 36.75025,-119.82430
16AP2972, 36.83726,-119.79025
16AP2999, 36.78854,-119.86311
16AP2982, 36.82296,-119.78433
16AP2985, 36.75039,-119.80032
16AP2987, 36.75767,-119.80104
16AP2988, 36.76477,-119.81996
16AP3005, 36.83726,-119.79025
16AP3010, 36.72955,-119.80124
16AP3018, 36.73587,-119.74999
16AP3015, 36.72773,-119.80379
16AP3036, 36.75204,-119.70025
16AP3128, 36.73180,-119.81302
16AP3316, 36.74758,-119.81758
16AP3440, 36.74591,-119.73641
16AP3681, 36.80663,-119.78093
16AP3777, 36.78644,-119.80865
16AP3876, 36.73590,-119.74549
16AP3897, 36.77772,-119.79055
16AP3918, 36.73593,-119.73635
16AP3934, 36.72867,-119.73647
16AP3998, 36.74011,-119.73112
16AP4045, 36.75112,-119.78935
16AP4104, 36.82793,-119.79101
16AP4136, 36.75236,-119.77247
16AP4161, 36.74316,-119.77466
16AP4142, 36.79359,-119.88039
16AP4179, 36.84267,-119.79045
16AP4199, 36.75044,-119.78151
16AP4182, 36.79368,-119.85330
16AP4232, 36.76513,-119.73631
16AP4246, 36.75045,-119.77025
16AP4256, 36.74319,-119.70013
16AP4292, 36.72320,-119.75125
16AP4303, 36.75038,-119.80830
16AP4291, 36.84091,-119.79037
16AP4291, 36.84091,-119.79037
16AP4307, 36.72139,-119.80891
16AP4341, 36.70896,-119.75084
16AP4351, 36.74501,-119.77246
16AP4361, 36.80691,-119.84035
16AP4370, 36.74318,-119.77243
16AP4419, 36.72139,-119.80891
16AP4427, 36.80132,-119.78140
16AP4429, 36.76497,-119.79891
16AP4459, 36.75991,-119.80104
16AP4433, 36.83015,-119.79030
16AP4507, 36.71774,-119.75467
16AP4550, 36.73225,-119.75117
16AP4552, 36.71413,-119.79979
16AP4578, 36.76125,-119.76803
16AP4542, 36.74734,-119.80034
16AP4621, 36.72743,-119.81762
16AP4803, 36.73028,-119.80022
16AP4803, 36.73028,-119.80022
16AP4923, 36.77307,-119.80861
16AP5184, 36.73965,-119.80689
16AP5299, 36.75758,-119.81424
16AP5402, 36.77863,-119.79055
16AP5428, 36.72134,-119.81780
16AP5431, 36.83726,-119.79025
16AP5452, 36.81575,-119.79042
16AP5463, 36.83869,-119.79026
16AP5477, 36.81934,-119.79043
16AP5482, 36.82292,-119.79035
16AP5494, 36.80566,-119.84439
16AP5479, 36.82292,-119.79035
16AP5515, 36.83015,-119.79030
16AP5524, 36.83726,-119.79025
16AP5525, 36.81934,-119.79043
16AP5529, 36.81575,-119.79042
16AP5550, 36.70690,-119.76845
16AP5561, 36.83726,-119.79025
16AP5577, 36.80423,-119.84438
16AP5563, 36.81174,-119.88880
16AP5604, 36.80822,-119.84441
16AP5591, 36.82292,-119.79035
16AP5602, 36.83560,-119.79026
16AP5605, 36.83726,-119.79025
16AP5609, 36.82292,-119.79035
16AP5631, 36.80827,-119.85352
16AP5646, 36.74312,-119.77613
16AP5651, 36.77747,-119.82209
16AP5661, 36.73607,-119.72137
16AP5689, 36.79371,-119.82437
16AP5702, 36.69727,-119.78961
16AP5702, 36.69727,-119.78961
16AP5775, 36.83726,-119.79025
16AP5794, 36.75025,-119.82430
16AP6481, 36.77924,-119.83549
16AP6500, 36.79951,-119.79049
16AP6697, 36.71416,-119.79195
16AP6734, 36.79770,-119.77231
16AP6776, 36.75775,-119.79055
16AP6789, 36.73951,-119.78724
16AP6832, 36.75454,-119.78146
16AP6858, 36.80850,-119.72723
16AP6836, 36.73590,-119.75235
16AP6846, 36.72433,-119.81769
16AP6863, 36.75761,-119.81085
16AP6866, 36.80639,-119.84443
16AP6875, 36.74877,-119.80566
16AP6877, 36.72139,-119.80891
16AP6934, 36.75303,-119.82795
16AP6940, 36.74773,-119.77252
16AP6946, 36.76496,-119.80406
16AP6947, 36.79410,-119.79052
16AP6976, 36.72862,-119.75460
16AP6969, 36.83745,-119.78351
16AP7009, 36.71414,-119.75594
16AP7041, 36.80819,-119.86262
16AP7331, 36.77186,-119.86228
16AP7364, 36.75046,-119.76348
16AP7685, 36.79381,-119.82640
16AP7734, 36.80826,-119.83265
16AP7807, 36.71267,-119.74562
16AP7966, 36.74588,-119.77929
16AP7974, 36.75041,-119.79191
16AP8035, 36.75747,-119.71827
16AP8079, 36.71963,-119.79980
16AP8167, 36.73588,-119.81291
16AP8155, 36.72139,-119.79982
16AP8164, 36.74664,-119.80824
16AP8133, 36.80853,-119.79045
16AP8139, 36.78688,-119.75432
16AP8139, 36.78688,-119.75432
16AP8175, 36.73181,-119.81155
16AP8208, 36.74331,-119.79051
16AP8243, 36.79376,-119.83537
16AP8245, 36.73590,-119.74549
16AP8284, 36.75772,-119.78378
16AP8286, 36.79029,-119.88680
16AP8288, 36.73155,-119.80344
16AP8299, 36.79410,-119.79052
16AP8274, 36.73119,-119.81282
16AP8304, 36.80861,-119.75418
16AP8316, 36.74493,-119.78155
16AP8363, 36.75038,-119.80830
16AP9104, 36.77228,-119.78155
16AP9206, 36.72727,-119.74092
16AP9270, 36.75744,-119.83554
16AP9323, 36.77781,-119.75440
16AP9355, 36.72146,-119.78320
16AP9373, 36.71778,-119.77269
16AP9491, 36.75586,-119.71557
16AP9499, 36.84470,-119.77468
16AP9507, 36.73282,-119.81298
16AP9520, 36.79325,-119.78919
16AP9541, 36.72865,-119.71845
16AP9553, 36.76663,-119.82219
16AP9599, 36.79359,-119.88039
16AP9607, 36.80691,-119.84035
16AP9616, 36.80817,-119.87170
16AP9615, 36.79381,-119.82640
16AP9587, 36.79410,-119.79052
16AP9587, 36.79410,-119.79052
16AP9639, 36.75751,-119.82169
16AP9637, 36.75039,-119.78939
16AP9642, 36.79400,-119.79954
16AP9649, 36.74910,-119.78379
16AP9659, 36.78381,-119.78692
16AP9680, 36.75045,-119.77250
16AP9687, 36.70689,-119.78361
16AP9688, 36.79410,-119.79052
16AP9693, 36.76497,-119.79891
16AP9699, 36.85849,-119.77803
16AP9706, 36.78955,-119.78826
16AP9713, 36.72141,-119.80271
16AP9767, 36.75045,-119.77250
16AP9829, 36.75772,-119.73638
16AP9831, 36.71414,-119.76367
16AP9838, 36.83697,-119.81733
16AP9849, 36.79412,-119.76329
16AP9986, 36.78195,-119.86230
16AQ0480, 36.72869,-119.77531
16AQ0682, 36.73172,-119.74263
16AQ0695, 36.71416,-119.79304
16AQ0821, 36.77936,-119.81759
16AQ0885, 36.72144,-119.78964
16AQ0889, 36.75747,-119.71827
16AQ0899, 36.74319,-119.73642
16AQ0888, 36.83869,-119.79070
16AQ0926, 36.75682,-119.75447
16AQ0935, 36.75589,-119.77251
16AQ0944, 36.78864,-119.78827
16AQ0946, 36.77591,-119.79055
16AQ0967, 36.73230,-119.73642
16AQ0966, 36.72746,-119.81534
16AQ0845, 36.83711,-119.87900
16AQ0972, 36.72139,-119.79982
16AQ0980, 36.72141,-119.79644
16AQ1001, 36.80816,-119.87749
16AQ1007, 36.76480,-119.81766
16AQ1031, 36.75042,-119.79054
16AQ1043, 36.76510,-119.75452
16AQ1071, 36.71494,-119.71847
16AQ1082, 36.74316,-119.77466
16AQ1100, 36.77193,-119.84437
16AQ1247, 36.78657,-119.82648
16AQ1286, 36.73590,-119.74549
16AQ1323, 36.80115,-119.80851
16AQ1343, 36.78648,-119.83989
16AQ1409, 36.78657,-119.82648
16AQ1630, 36.80817,-119.87170
16AQ1701, 36.77957,-119.76804
16AQ1755, 36.72818,-119.77839
16AQ1817, 36.71596,-119.79985
16AQ1997, 36.72265,-119.80096
16AQ1997, 36.72265,-119.80096
16AQ2075, 36.74503,-119.75223
16AQ2085, 36.74968,-119.81516
16AQ2095, 36.85187,-119.79095
16AQ2255, 36.72857,-119.81311
16AQ2323, 36.72976,-119.80717
16AQ2343, 36.75774,-119.79280
16AQ2346, 36.75766,-119.80462
16AQ2333, 36.80752,-119.77004
16AQ2347, 36.75766,-119.80284
16AQ2362, 36.75767,-119.80104
16AQ2363, 36.75773,-119.79502
16AQ2369, 36.76510,-119.75452
16AQ2397, 36.75042,-119.79054
16AQ2398, 36.75042,-119.79889
16AQ2410, 36.73590,-119.74092
16AQ2424, 36.72754,-119.82063
16AQ2432, 36.72076,-119.79167
16AQ2438, 36.72863,-119.74556
16AQ2453, 36.75768,-119.79956
16AQ2462, 36.77772,-119.79055
16AQ2504, 36.85208,-119.74777
16AQ2478, 36.73181,-119.81008
16AQ2513, 36.73590,-119.71837
16AQ2517, 36.75607,-119.75446
16AQ2538, 36.73949,-119.71828
16AQ2554, 36.73581,-119.70240
16AQ2739, 36.73585,-119.71155
16AQ2756, 36.79361,-119.87306
16AQ2764, 36.75044,-119.79481
16AQ2803, 36.73606,-119.69562
16AQ2806, 36.75773,-119.75447
16AQ3019, 36.73070,-119.76364
16AQ3182, 36.77588,-119.79505
16AQ3244, 36.75044,-119.78151
16AQ3264, 36.75112,-119.78935
16AQ3278, 36.75038,-119.80692
16AQ3303, 36.82169,-119.88393
16AQ3322, 36.78643,-119.84884
16AQ3348, 36.71595,-119.80134
16AQ3353, 36.75614,-119.79354
16AQ3375, 36.78769,-119.79504
16AQ3473, 36.74330,-119.78940
16AQ3494, 36.76476,-119.82106
16AQ3533, 36.74316,-119.71827
16AQ3532, 36.76489,-119.80860
16AQ3548, 36.78683,-119.77381
16AQ3561, 36.77228,-119.78155
16AQ3610, 36.75525,-119.82887
16AQ3620, 36.75042,-119.79889
16AQ3622, 36.73592,-119.73192
16AQ3641, 36.70871,-119.79756
16AQ3651, 36.75669,-119.83059
16AQ3661, 36.74581,-119.79892
16AQ3663, 36.75044,-119.77925
16AQ3681, 36.75044,-119.78151
16AQ3779, 36.71413,-119.79979
16AQ3819, 36.83717,-119.86242
16AQ3821, 36.72502,-119.74556
16AQ3863, 36.75041,-119.79191
16AQ3790, 36.80839,-119.80846
16AQ3771, 36.83011,-119.79931
16AQ4101, 36.83745,-119.78351
16AQ4234, 36.75039,-119.78939
16AQ4234, 36.75039,-119.78939
16AQ4234, 36.75039,-119.78939
16AQ4588, 36.77549,-119.86229
16AQ4724, 36.77967,-119.79053
16AQ4768, 36.72437,-119.80102
16AQ4806, 36.71870,-119.80134
16AQ4860, 36.72583,-119.79898
16AQ4870, 36.75773,-119.79443
16AQ4995, 36.82298,-119.78131
16AQ5013, 36.80825,-119.83540
16AQ5023, 36.76480,-119.81766
16AQ5034, 36.79095,-119.85331
16AQ5064, 36.79019,-119.82644
16AQ5074, 36.80822,-119.84441
16AQ5044, 36.78681,-119.79278
16AQ5084, 36.73593,-119.73635
16AQ5096, 36.77928,-119.83102
16AQ5102, 36.75040,-119.79580
16AQ5111, 36.74503,-119.79053
16AQ5097, 36.73579,-119.70010
16AQ5129, 36.74835,-119.79472
16AQ5136, 36.73865,-119.78346
16AQ5143, 36.83726,-119.79025
16AQ5148, 36.80315,-119.76088
16AQ5157, 36.78284,-119.83992
16AQ5118, 36.70158,-119.74566
16AQ5173, 36.75746,-119.82912
16AQ5175, 36.74358,-119.80254
16AQ5187, 36.80691,-119.84035
16AQ5216, 36.72955,-119.80124
16AQ5266, 36.76470,-119.83447
16AQ5343, 36.82142,-119.88967
16AQ5349, 36.77208,-119.81763
16AQ5351, 36.82169,-119.88393
16AQ5409, 36.73588,-119.76437
16AQ5506, 36.73607,-119.72137
16AQ5497, 36.82077,-119.89575
16AQ5626, 36.82169,-119.88393
16AQ5668, 36.82154,-119.88699
16AQ5726, 36.75220,-119.80631
16AQ5959, 36.80822,-119.84441
16AQ5962, 36.78682,-119.78693
16AQ6010, 36.77924,-119.83549
16AQ6040, 36.74684,-119.76434
16AQ6062, 36.75588,-119.77025
16AQ6066, 36.79410,-119.79052
16AQ6091, 36.73590,-119.71837
16AQ6097, 36.75772,-119.74768
16AQ6143, 36.73943,-119.75630
16AQ6213, 36.80861,-119.75418
16AQ6260, 36.77389,-119.82437
16AQ6338, 36.76489,-119.80860
16AQ6349, 36.75770,-119.77251
16AQ6353, 36.73028,-119.80022
16AQ6379, 36.79210,-119.80858
16AQ6387, 36.72583,-119.79898
16AQ6397, 36.77896,-119.84943
16AQ6402, 36.77967,-119.79053
16AQ6405, 36.73122,-119.79892
16AQ6434, 36.72532,-119.79476
16AQ6453, 36.77195,-119.83409
16AQ6468, 36.76510,-119.75452
16AQ6484, 36.79410,-119.79052
16AQ6505, 36.73121,-119.79393
16AQ6529, 36.78650,-119.83543
16AQ6566, 36.76206,-119.82669
16AQ6588, 36.75763,-119.80859
16AQ7195, 36.79046,-119.79053
16AQ7312, 36.79519,-119.86228
16AQ7370, 36.75129,-119.82662
16AQ7530, 36.75620,-119.75446
16AQ7598, 36.76143,-119.75448
16AQ7535, 36.79400,-119.79954
16AQ7603, 36.76143,-119.75448
16AQ7633, 36.74319,-119.76928
16AQ7675, 36.73861,-119.79353
16AQ7735, 36.77967,-119.79053
16AQ7746, 36.77931,-119.82656
16AQ7746, 36.77931,-119.82656
16AQ7757, 36.78662,-119.81752
16AQ7801, 36.76469,-119.82958
16AQ7810, 36.77773,-119.78155
