EVENT_NO,LAT,LONGT
16BM0948, 36.80884,-119.81035
16BM0995, 36.77229,-119.77480
16BM1001, 36.75747,-119.71827
16BM1033, 36.78672,-119.79054
16BM1040, 36.78672,-119.79054
16BM1041, 36.75747,-119.71827
16BM1046,,
16BM1090, 36.78684,-119.78603
16BM1090, 36.78684,-119.78603
16BM1119, 36.73588,-119.76437
16BM1185, 36.79410,-119.79052
16BM1218, 36.75044,-119.78151
16BM1445, 36.80691,-119.84035
16BM1448, 36.78955,-119.78826
16BM1519, 36.75679,-119.76575
16BM1574, 36.75045,-119.77250
16BM1587, 36.72736,-119.80430
16BM1644, 36.79228,-119.78598
16BM1647, 36.85194,-119.77456
16BM1653, 36.72854,-119.80013
16BM1672, 36.71596,-119.79985
16BM1675, 36.80853,-119.79045
16BM1684, 36.75681,-119.74090
16BM1784, 36.71422,-119.77612
16BM1792, 36.75525,-119.82887
16BM1801, 36.71052,-119.78965
16BM1859, 36.82286,-119.80834
16BM1958, 36.82292,-119.79035
16BM1972, 36.79391,-119.80857
16BM2006, 36.72510,-119.80000
16BM2007, 36.79647,-119.82641
16BM2029, 36.79386,-119.81749
16BM2034, 36.73419,-119.80219
16BM2062, 36.73079,-119.80713
16BM2635, 36.80857,-119.78139
16BM2762, 36.75410,-119.73629
16BM2826, 36.70679,-119.79984
16BM2853, 36.73590,-119.74549
16BM2861, 36.82313,-119.75415
16BM2895, 36.75039,-119.80121
16BM2916, 36.80827,-119.85352
16BM2926, 36.74319,-119.76432
16BM2954, 36.73589,-119.75120
16BM2951, 36.75048,-119.75896
16BM2976, 36.79410,-119.79052
16BM2978, 36.75723,-119.80695
16BM2994, 36.84091,-119.79037
16BM3012, 36.81575,-119.79042
16BM3014, 36.84612,-119.79068
16BM3017, 36.83015,-119.79030
16BM3023, 36.75748,-119.72732
16BM3024, 36.83015,-119.79030
16BM3035, 36.77315,-119.79728
16BM3036, 36.84612,-119.79068
16BM3044, 36.83726,-119.79025
16BM3057, 36.85187,-119.79095
16BM3066, 36.82292,-119.79035
16BM3067, 36.85187,-119.79095
16BM3073, 36.82313,-119.75415
16BM3076, 36.82292,-119.79035
16BM3074, 36.74321,-119.75449
16BM3111, 36.80490,-119.79044
16BM3132, 36.80846,-119.79945
16BM3136, 36.82305,-119.77226
16BM3145, 36.78848,-119.83541
16BM3150, 36.73592,-119.72512
16BM3170, 36.78141,-119.84439
16BM3194, 36.83612,-119.91346
16BM3191, 36.82313,-119.75415
16BM3204, 36.76247,-119.80859
16BM3206, 36.79046,-119.79053
16BM3215, 36.80312,-119.79047
16BM3280, 36.72539,-119.81322
16BM3294, 36.83726,-119.79025
16BM3322, 36.78299,-119.81756
16BM3326, 36.69606,-119.73709
16BM3343, 36.78132,-119.79956
16BM3354, 36.74072,-119.70048
16BM3365, 36.75744,-119.70037
16BM3383, 36.78263,-119.79055
16BM3437, 36.80828,-119.82638
16BM3547, 36.77587,-119.79957
16BM3659, 36.81563,-119.80840
16BM3644, 36.80819,-119.86262
16BM4107, 36.72975,-119.79598
16BM4182, 36.72663,-119.80533
16BM4269, 36.75771,-119.77701
16BM4277, 36.78665,-119.75077
16BM4282, 36.75044,-119.78151
16BM4294, 36.73466,-119.80857
16BM4420, 36.85926,-119.76001
16BM4424, 36.77222,-119.79956
16BM4426, 36.79019,-119.82644
16BM4429, 36.74685,-119.79052
16BM4447, 36.76933,-119.81764
16BM4488, 36.73589,-119.75120
16BM4497, 36.75771,-119.78152
16BM4501, 36.80839,-119.80846
16BM4499, 36.72968,-119.76763
16BM4541, 36.75454,-119.78146
16BM4553, 36.77221,-119.80105
16BM4527, 36.80828,-119.82638
16BM4561, 36.75037,-119.78735
16BM4573, 36.75041,-119.79279
16BM4583, 36.83379,-119.80006
16BM4583, 36.83379,-119.80006
16BM4585, 36.74685,-119.78941
16BM4586, 36.72076,-119.79167
16BM4593, 36.75043,-119.78488
16BM4631, 36.72853,-119.82662
16BM4638, 36.82334,-119.78992
16BM4658, 36.74330,-119.78194
16BM4664, 36.83246,-119.75418
16BM4722, 36.81384,-119.88539
16BM4751, 36.73609,-119.78709
16BM4777, 36.71410,-119.80889
16BM5052, 36.83711,-119.87900
16BM5066, 36.83711,-119.87900
16BM5159, 36.80822,-119.84441
16BM5290, 36.80816,-119.87749
16BM5638, 36.74670,-119.74544
16BM5651, 36.77041,-119.80104
16BM5651, 36.77041,-119.80104
16BM5679, 36.72533,-119.79227
16BM5676, 36.82298,-119.78131
16BM5756, 36.76502,-119.79055
16BM5791, 36.74955,-119.77927
16BM5802, 36.72533,-119.79227
16BM5805, 36.79410,-119.79052
16BM5814, 36.85216,-119.72976
16BM5854, 36.82274,-119.83539
16BM5882, 36.80857,-119.77231
16BM6018, 36.83738,-119.75418
16BM6024, 36.71763,-119.82665
16BM6258, 36.80828,-119.82638
16BM6265, 36.80828,-119.82638
16BM6301, 36.75037,-119.81411
16BM6345, 36.83401,-119.91570
16BM6382, 36.74078,-119.79047
16BM6473, 36.77949,-119.79958
16BM6588, 36.78109,-119.79541
16BM6747, 36.73588,-119.74775
16BM6883, 36.72862,-119.81163
16BM6921, 36.72136,-119.81338
16BM6952, 36.72955,-119.80124
16BM7018, 36.75851,-119.77520
16BM7047, 36.75045,-119.77250
16BM7061, 36.81219,-119.79043
16BM7061, 36.81219,-119.79043
16BM7086, 36.80828,-119.82638
16BM7105, 36.77091,-119.86137
16BM7118, 36.82274,-119.83539
16BM7155, 36.80853,-119.79045
16BM7164, 36.75045,-119.77250
16BM7210, 36.75044,-119.79481
16BM7226, 36.80819,-119.85807
16BM7277, 36.77963,-119.75437
16BM7283, 36.75044,-119.78151
16BM7300, 36.72953,-119.75461
16BM7305, 36.77228,-119.77255
16BM7315, 36.78643,-119.84992
16BM7367, 36.75763,-119.80859
16BM7384, 36.80834,-119.81742
16BM7443, 36.85192,-119.78371
16BM7472, 36.77233,-119.75446
16BM7506, 36.77591,-119.79055
16BM7505, 36.77195,-119.83409
16BM7514, 36.83004,-119.81734
16BM7629, 36.75320,-119.77577
16BM7689, 36.75355,-119.78925
16BM7746, 36.76501,-119.78154
16BM8154, 36.79266,-119.79081
16BM8237, 36.77967,-119.79053
16BM8256, 36.79355,-119.88937
16BM8271, 36.75039,-119.80032
16BM8280, 36.73592,-119.73192
16BM8380, 36.79410,-119.79052
16BM8419, 36.83729,-119.82634
16BM8444, 36.80857,-119.77231
16BM8450, 36.73589,-119.75456
16BM8487, 36.77673,-119.83192
16BM8509, 36.77195,-119.83409
16BM8520, 36.78263,-119.79055
16BM8560, 36.80081,-119.88943
16BM8552, 36.79348,-119.89840
16BM8638, 36.83726,-119.79025
16BM8731, 36.74334,-119.77636
16BM8774, 36.79410,-119.78142
16BM8998, 36.76470,-119.82672
16BM9434, 36.85948,-119.72979
16BM9536, 36.71417,-119.79078
16BM9544, 36.73056,-119.80235
16BM9583, 36.72136,-119.81274
16BM9598, 36.72865,-119.77178
16BM9593, 36.79046,-119.79053
16BM9654, 36.69593,-119.79981
16BM9656, 36.74362,-119.80430
16BM9710, 36.71598,-119.79418
16BM9706, 36.75046,-119.76686
16BM9706, 36.75046,-119.76686
16BM9718, 36.74182,-119.79883
16BM9719, 36.75024,-119.82542
16BM9734, 36.75147,-119.78151
16BM9752, 36.75044,-119.77475
16BM9752, 36.75044,-119.77475
16BM9779, 36.75044,-119.77475
16BM9798, 36.71963,-119.79870
16BM9887, 36.80566,-119.84439
16BM9926, 36.75039,-119.78939
16BM9934, 36.71963,-119.80135
16BM9965, 36.80839,-119.80846
16BM9971, 36.71964,-119.79305
16BM9979, 36.75772,-119.73638
16BN0011, 36.72736,-119.80430
16BN0018, 36.82286,-119.80834
16BN0026, 36.73959,-119.79462
16BN0039, 36.73174,-119.79818
16BN0040, 36.73174,-119.79818
16BN0043, 36.80822,-119.84441
16BN0052, 36.72332,-119.81331
16BN0052, 36.72332,-119.81331
16BN0054, 36.72139,-119.79982
16BN0063, 36.80853,-119.79045
16BN0082, 36.73463,-119.78913
16BN0086, 36.83706,-119.80183
16BN0123, 36.77450,-119.78200
16BN0128, 36.75236,-119.77247
16BN0147, 36.79020,-119.82421
16BN0165, 36.79100,-119.78958
16BN0168, 36.73472,-119.80146
16BN0191, 36.75763,-119.80859
16BN0197, 36.75743,-119.83059
16BN0362, 36.77963,-119.75437
16BN0362, 36.77963,-119.75437
16BN0529, 36.80825,-119.86852
16BN0564, 36.78636,-119.86677
16BN0571, 36.76773,-119.77253
16BN0589, 36.82232,-119.87046
16BN0924, 36.75717,-119.72142
16BN0932, 36.80663,-119.78093
16BN0943, 36.72747,-119.81314
16BN0963, 36.73214,-119.78274
16BN1108, 36.75767,-119.80104
16BN1118, 36.78845,-119.78958
16BN1134, 36.72859,-119.81760
16BN1150, 36.72538,-119.81542
16BN1162, 36.72141,-119.80138
16BN1162, 36.72141,-119.80138
16BN1172, 36.78284,-119.83992
16BN1209, 36.75038,-119.80830
16BN1224, 36.78863,-119.79053
16BN1216, 36.75038,-119.80830
16BN1220, 36.72141,-119.79644
16BN1227, 36.80857,-119.78139
16BN1238, 36.73662,-119.79133
16BN1252, 36.73762,-119.79245
16BN1295, 36.79046,-119.79053
16BN1322, 36.82275,-119.82637
16BN1354, 36.82643,-119.81735
16BN1387, 36.75766,-119.80284
16BN1440, 36.77215,-119.86196
16BN1444, 36.72862,-119.76808
16BN1460, 36.83704,-119.79928
16BN1468, 36.73155,-119.80344
16BN1480, 36.75754,-119.81764
16BN1473, 36.72828,-119.79803
16BN1531, 36.70696,-119.73643
16BN1553, 36.83703,-119.80834
16BN1563, 36.80859,-119.76325
16BN1563, 36.80859,-119.76325
16BN1595, 36.76500,-119.77252
16BN1768, 36.77902,-119.88932
16BN1798, 36.73694,-119.81149
16BN1855, 36.74321,-119.75449
16BN1855, 36.74321,-119.75449
16BN1903, 36.78657,-119.82648
16BN1923, 36.73579,-119.82964
16BN2069, 36.81219,-119.79043
16BN2207, 36.73364,-119.78804
16BN2309, 36.75770,-119.77251
16BN2362, 36.82286,-119.80834
16BN2419, 36.73359,-119.78070
16BN2462, 36.75772,-119.73638
16BN2473, 36.84991,-119.76577
16BN2475, 36.74560,-119.75443
16BN2543, 36.75147,-119.78151
16BN2568, 36.79951,-119.79049
16BN2575, 36.83560,-119.79026
16BN2575, 36.83560,-119.79026
16BN2564, 36.82388,-119.77044
16BN2590, 36.74111,-119.80485
16BN2623, 36.73583,-119.82200
16BN2636, 36.78682,-119.78707
16BN2648, 36.82292,-119.79035
16BN2692, 36.72580,-119.79161
16BN2706, 36.75773,-119.75673
16BN2702, 36.73590,-119.71837
16BN2705, 36.80857,-119.77231
16BN2718, 36.73590,-119.71837
16BN2701, 36.83726,-119.79025
16BN2759, 36.72137,-119.81119
16BN2790, 36.70679,-119.79984
16BN2799, 36.75047,-119.77087
16BN2864, 36.73586,-119.75781
16BN2907, 36.78645,-119.84435
16BN2912, 36.73359,-119.78070
16BN2958, 36.73798,-119.80565
16BN3019, 36.79413,-119.75427
16BN3108, 36.78672,-119.79054
16BN3193, 36.74329,-119.77839
16BN3817, 36.72867,-119.73647
16BN3817, 36.72867,-119.73647
16BN3841, 36.75129,-119.82662
16BN3926, 36.86671,-119.73881
16BN3941, 36.80825,-119.83540
16BN3951, 36.75746,-119.82912
16BN4013, 36.78672,-119.79054
16BN4027, 36.74362,-119.80033
16BN4071, 36.73588,-119.77259
16BN4073, 36.80812,-119.88502
16BN4141, 36.75454,-119.78146
16BN4159, 36.78664,-119.81530
16BN4161, 36.78672,-119.79054
16BN4169, 36.75045,-119.77250
16BN4220, 36.75574,-119.81648
16BN4329, 36.82805,-119.88958
16BN4354, 36.82147,-119.88842
16BN4413, 36.82232,-119.87046
16BN4508, 36.80860,-119.75871
16BN4748, 36.82275,-119.82637
16BN4972, 36.77967,-119.79053
16BN5029, 36.72454,-119.78167
16BN5180, 36.78843,-119.81752
16BN5206, 36.83704,-119.88947
16BN5220, 36.74294,-119.80682
16BN5241, 36.75048,-119.75444
16BN5264, 36.82169,-119.88393
16BN5303, 36.73214,-119.78274
16BN5314, 36.80819,-119.85807
16BN5346, 36.80826,-119.83265
16BN5373, 36.76138,-119.79055
16BN5388, 36.75743,-119.83059
16BN5391, 36.78021,-119.82655
16BN5392, 36.70690,-119.76845
16BN5418, 36.78648,-119.83989
16BN5427, 36.74316,-119.71827
16BN5480, 36.79434,-119.79138
16BN5508, 36.77232,-119.84455
16BN5689, 36.79182,-119.83539
16BN5701, 36.82305,-119.77226
16BN5701, 36.82305,-119.77226
16BN6297, 36.75237,-119.82793
16BN6320, 36.80855,-119.78260
16BN6326, 36.78231,-119.76348
16BN6324, 36.75525,-119.82972
16BN6357, 36.77231,-119.76300
16BN6335, 36.75295,-119.79886
16BN6430, 36.85194,-119.77456
16BN6433, 36.72862,-119.76363
16BN6440, 36.80839,-119.80846
16BN6440, 36.80839,-119.80846
16BN6447, 36.80095,-119.84438
16BN6583, 36.79046,-119.78826
16BN6586, 36.75026,-119.82210
16BN6591, 36.75743,-119.83059
16BN6594, 36.79413,-119.75427
16BN6608, 36.79046,-119.79053
16BN6616, 36.79134,-119.79283
16BN6617, 36.82984,-119.88955
16BN6630, 36.75022,-119.82797
16BN6676, 36.79410,-119.79052
16BN6680, 36.75038,-119.80830
16BN6692, 36.80690,-119.84103
16BN6673, 36.80859,-119.76325
16BN6707, 36.71468,-119.79531
16BN6711, 36.72862,-119.75460
16BN6713, 36.75024,-119.82542
16BN6709, 36.83711,-119.87900
16BN6718, 36.80691,-119.84035
16BN6721, 36.77219,-119.80409
16BN6727, 36.77954,-119.74082
16BN6752, 36.76497,-119.79891
16BN6792, 36.79410,-119.79052
16BN6820, 36.79386,-119.81749
16BN6820, 36.79386,-119.81749
16BN6920, 36.79647,-119.82641
16BN6969, 36.79359,-119.88039
16BN7115, 36.83355,-119.86483
16BN7351, 36.72136,-119.81338
16BN7466, 36.73588,-119.75943
16BN7519, 36.79375,-119.83692
16BN7522, 36.82998,-119.84441
16BN7522, 36.82998,-119.84441
16BN7780, 36.83722,-119.84744
16BN7793, 36.70235,-119.79533
16BN7808, 36.79357,-119.88396
16BN7863, 36.76131,-119.80103
16BN7872, 36.85176,-119.80527
16BN7894, 36.83726,-119.79025
16BN7915, 36.76470,-119.82672
16BN7928, 36.80819,-119.85807
16BN7936, 36.71053,-119.78739
16BN7939, 36.75953,-119.77251
16BN7948, 36.80816,-119.87749
16BN8030, 36.72726,-119.81920
16BN8042, 36.75129,-119.82662
16BN8051, 36.73590,-119.71837
16BN8053, 36.72809,-119.80328
16BN8063, 36.75129,-119.82662
16BN8070, 36.72857,-119.81311
16BN8079, 36.73861,-119.79353
16BN8104, 36.70688,-119.79078
16BN8136, 36.72749,-119.80876
16BN8175, 36.71417,-119.78061
16BN8171, 36.72975,-119.79598
16BN8239, 36.73122,-119.79892
16BN8207, 36.75762,-119.80573
16BN8186, 36.71417,-119.79078
16BN8287, 36.80132,-119.79048
16BN8291, 36.80857,-119.78139
16BN8315, 36.75045,-119.73638
16BN8317, 36.72463,-119.80313
16BN8318, 36.74312,-119.77613
16BN8333, 36.75745,-119.83153
16BN8366, 36.75024,-119.82542
16BN8388, 36.77967,-119.79053
16BN8546, 36.73604,-119.78338
16BN8614, 36.76501,-119.79224
16BN8641, 36.82232,-119.87046
16BN8741, 36.76558,-119.79844
16BN8869, 36.85185,-119.76577
16BN8973, 36.73374,-119.80037
16BN9084, 36.71869,-119.80285
16BN9091, 36.73985,-119.79673
16BN9129, 36.80857,-119.78139
16BN9135, 36.78942,-119.85333
16BN9201, 36.74362,-119.80430
16BN9206, 36.71963,-119.79980
16BN9219, 36.78672,-119.79054
16BN9229, 36.75769,-119.77026
16BN9238, 36.75131,-119.82755
16BN9249, 36.77968,-119.78361
16BN9252, 36.76510,-119.74542
16BN9296, 36.82652,-119.79039
16BN9312, 36.76497,-119.79891
16BN9314, 36.80855,-119.73631
16BN9314, 36.80855,-119.73631
16BN9330, 36.75045,-119.73638
16BN9379, 36.78662,-119.81752
16BN9400, 36.72356,-119.79470
16BN9402, 36.72539,-119.81322
16BN9418, 36.71416,-119.79304
16BN9422, 36.75744,-119.70037
16BN9487, 36.77855,-119.80410
16BN9488, 36.72645,-119.80880
16BN9496, 36.72436,-119.81326
16BN9484, 36.85589,-119.78732
16BN9502, 36.82292,-119.79035
16BN9513, 36.74865,-119.74544
16BN9525, 36.75044,-119.79481
16BN9464, 36.76502,-119.79055
16BN9561, 36.83620,-119.77223
16BN9568, 36.83738,-119.75418
16BN9632, 36.74321,-119.75449
16BN9638, 36.72854,-119.80013
16BN9659, 36.72139,-119.80891
16BN9671, 36.75752,-119.82087
16BN9688, 36.75760,-119.80790
16BN9694, 36.72656,-119.79796
16BN9705, 36.78683,-119.77244
16BN9707, 36.75305,-119.83057
16BN9708, 36.77969,-119.78153
16BN9801, 36.77955,-119.77257
16BN9895, 36.77431,-119.75470
16BO0168, 36.69239,-119.75786
16BO0176, 36.73949,-119.74547
16BO0365, 36.74394,-119.77291
16BO0374, 36.79410,-119.78142
16BO0399, 36.71053,-119.78626
16BO0440, 36.72868,-119.73195
16BO0500, 36.85589,-119.78732
16BO0543, 36.83730,-119.76318
16BO0555, 36.78843,-119.81752
16BO0578, 36.71415,-119.79530
16BO0576, 36.80839,-119.80846
16BO0576, 36.80839,-119.80846
16BO0653, 36.87227,-119.76471
16BO0660, 36.75763,-119.80859
16BO0660, 36.75763,-119.80859
16BO0676, 36.83759,-119.72957
16BO0679, 36.75042,-119.79054
16BO0770, 36.72140,-119.80520
16BO0806, 36.74426,-119.80565
16BO0835, 36.78039,-119.79732
16BO0829, 36.74959,-119.80032
16BO0865, 36.82180,-119.91997
16BO0950, 36.74664,-119.80824
16BO0967, 36.78672,-119.79054
16BO0960, 36.74773,-119.77702
16BO0707, 36.72076,-119.79167
16BO0988, 36.85928,-119.75678
16BO1003, 36.76955,-119.79055
16BO1019, 36.80780,-119.92556
16BO1050,,
16BO1125, 36.77228,-119.79055
16BO1125, 36.77228,-119.79055
16BO1678, 36.79046,-119.79053
16BO1688, 36.78220,-119.79956
16BO1712, 36.75044,-119.77700
16BO1730, 36.78672,-119.79054
16BO1730, 36.78672,-119.79054
16BO1730, 36.78672,-119.79054
16BO1830, 36.73491,-119.81290
16BO1902, 36.70778,-119.80666
16BO1922, 36.70688,-119.79078
16BO1956, 36.69959,-119.79073
16BO1974, 36.78654,-119.83096
16BO1980, 36.75748,-119.72732
16BO1990, 36.75044,-119.79481
16BO2002, 36.75030,-119.81759
16BO2005, 36.71599,-119.79072
16BO2016, 36.79408,-119.79228
16BO2024, 36.77490,-119.80635
16BO2031, 36.73590,-119.71837
16BO2038, 36.74412,-119.76600
16BO2048, 36.77945,-119.80410
16BO2044, 36.83015,-119.79030
16BO2046, 36.74316,-119.71827
16BO2045, 36.77228,-119.77255
16BO2049, 36.83015,-119.79030
16BO2058, 36.84445,-119.79055
16BO2072, 36.76501,-119.76935
16BO2124, 36.76480,-119.81766
16BO2159, 36.75041,-119.79191
16BO2170, 36.76502,-119.76999
16BO2239, 36.83730,-119.77223
16BO2259, 36.81575,-119.78133
16BO2262, 36.72139,-119.79982
16BO2317, 36.76510,-119.75452
16BO2328, 36.82296,-119.78433
16BO2380, 36.79361,-119.86500
16BO2402, 36.82256,-119.89377
16BO2419, 36.82169,-119.89478
16BO2447, 36.79766,-119.87955
16BO2495, 36.83704,-119.88947
16BO2610, 36.77193,-119.84437
16BO2734, 36.71599,-119.79072
16BO2768, 36.83722,-119.84744
16BO3183, 36.75044,-119.78151
16BO3299, 36.76799,-119.81765
16BO3308, 36.80860,-119.76098
16BO3319, 36.72136,-119.81338
16BO3330, 36.72434,-119.79367
16BO3361, 36.75743,-119.83059
16BO3362, 36.75305,-119.82972
16BO3363, 36.77222,-119.79956
16BO3363, 36.77222,-119.79956
16BO3378, 36.75747,-119.71827
16BO3414, 36.78685,-119.76341
16BO3418, 36.70689,-119.78173
16BO3441, 36.72857,-119.81311
16BO3444, 36.82674,-119.86932
16BO3448, 36.73185,-119.80192
16BO3486, 36.72955,-119.80124
16BO3497, 36.73866,-119.73190
16BO3502, 36.80822,-119.84441
16BO3503, 36.72663,-119.80533
16BO3504, 36.75033,-119.81224
16BO3508, 36.72434,-119.79367
16BO3515, 36.70688,-119.78851
16BO3544, 36.73588,-119.81291
16BO3573, 36.79410,-119.79052
16BO3588, 36.77949,-119.79958
16BO3597, 36.75044,-119.78151
16BO3670, 36.81058,-119.88057
16BO3976, 36.77046,-119.77254
16BO4357, 36.81313,-119.76550
16BO4604, 36.80822,-119.84441
16BO4670, 36.74508,-119.78377
16BO4708, 36.81222,-119.84441
16BO4722, 36.83729,-119.82634
16BO4743, 36.79368,-119.85330
16BO4782, 36.76197,-119.78153
16BO4781, 36.76495,-119.80103
16BO4818, 36.80816,-119.87749
16BO4830, 36.79362,-119.87135
16BO4932, 36.80857,-119.78139
16BO5096, 36.78650,-119.83543
16BO5209, 36.82313,-119.75415
16BO5211, 36.78638,-119.86230
16BO5726, 36.83730,-119.77223
16BO5881, 36.80822,-119.84441
16BO5896, 36.73681,-119.74549
16BO5915, 36.75743,-119.83059
16BO5919, 36.80861,-119.75418
16BO5930, 36.73762,-119.79245
16BO5939, 36.71978,-119.76698
16BO5947, 36.76489,-119.80860
16BO6043, 36.82223,-119.87269
16BO6037, 36.82169,-119.88393
16BO6012, 36.75037,-119.78735
16BO6063, 36.78089,-119.83435
16BO6079, 36.75304,-119.79052
16BO6080, 36.72975,-119.79598
16BO6096, 36.73028,-119.80022
16BO6106, 36.83703,-119.80834
16BO6114, 36.80846,-119.79945
16BO6135, 36.75024,-119.82573
16BO6137, 36.73064,-119.78473
16BO6134, 36.81547,-119.84441
16BO6146, 36.72146,-119.78320
16BO6154, 36.70707,-119.77226
16BO6179, 36.75028,-119.81985
16BO6191, 36.75743,-119.83059
16BO6193, 36.76501,-119.78154
16BO6202, 36.75112,-119.78935
16BO6234, 36.72840,-119.84443
16BO6241, 36.72663,-119.80533
16BO6244, 36.72463,-119.80313
16BO6246, 36.79797,-119.83467
16BO6259, 36.77199,-119.82664
16BO6262, 36.79647,-119.82641
16BO6270, 36.77195,-119.83409
16BO6279, 36.83692,-119.91043
16BO6284, 36.80827,-119.85352
16BO6290, 36.75763,-119.80859
16BO6319, 36.73579,-119.70010
16BO6329, 36.80839,-119.80846
16BO6332, 36.79381,-119.82640
16BO6357, 36.76591,-119.77252
16BO6359, 36.75204,-119.70025
16BO6364, 36.74685,-119.79329
16BO6375, 36.74994,-119.81561
16BO6499, 36.82468,-119.90138
16BO6468, 36.83401,-119.91570
16BO6490, 36.83401,-119.91570
16BO6694, 36.77183,-119.87129
16BO7102, 36.80860,-119.74972
16BO7262, 36.81546,-119.84695
16BO7269, 36.75453,-119.82890
16BO7388, 36.78672,-119.79054
16BO7440, 36.80822,-119.84441
16BO7440, 36.80822,-119.84441
16BO7456, 36.79391,-119.80857
16BO7501, 36.80839,-119.80846
16BO7503, 36.77916,-119.85335
16BO7530, 36.84267,-119.79045
16BO7551, 36.81934,-119.79043
16BO7552, 36.79408,-119.79228
16BO7583, 36.80827,-119.85352
16BO7582, 36.78644,-119.80865
16BO7605, 36.80859,-119.76325
16BO7613, 36.72139,-119.79982
16BO7614, 36.75038,-119.80288
16BO7628, 36.72533,-119.79227
16BO7629, 36.80826,-119.83265
16BO7629, 36.80826,-119.83265
16BO7629, 36.80826,-119.83265
16BO7639, 36.75023,-119.82660
16BO7648, 36.77959,-119.76352
16BO7659, 36.72401,-119.82443
16BO7696, 36.77775,-119.77257
16BO7698, 36.80846,-119.79945
16BO7708, 36.79368,-119.85330
16BO7735, 36.75097,-119.81492
16BO7755, 36.71417,-119.79078
16BO7756, 36.80857,-119.78139
16BO8571, 36.78303,-119.75433
16BO8605, 36.78142,-119.75434
16BO8637, 36.77186,-119.86228
16BO8687, 36.84472,-119.76577
16BO8706, 36.75743,-119.83059
16BO8723, 36.75037,-119.78828
16BO8742, 36.72139,-119.79982
16BO8768, 36.79410,-119.79052
16BO8828, 36.73082,-119.80445
16BO8843, 36.72139,-119.80891
16BO8844, 36.81541,-119.86278
16BO8859, 36.77190,-119.85333
16BO8877, 36.78112,-119.82654
16BO8882, 36.83869,-119.79026
16BO8892, 36.80816,-119.87749
16BO8892, 36.80816,-119.87749
16BO8916, 36.77086,-119.83154
16BO8914, 36.72114,-119.84446
16BO8983, 36.83692,-119.91043
16BO9003, 36.74582,-119.80035
16BO9012, 36.84745,-119.80795
16BO9019, 36.75044,-119.79481
16BO9021, 36.75773,-119.79502
16BO9038, 36.83704,-119.88947
16BO9020, 36.85589,-119.78732
16BO9064, 36.75873,-119.79955
16BO9097, 36.86217,-119.74780
16BO9085, 36.83726,-119.79025
16BO9094, 36.79386,-119.81749
16BO9071, 36.82292,-119.79035
16BO9103, 36.75767,-119.80104
16BO9102, 36.83727,-119.83538
16BO9139, 36.75743,-119.83059
16BO9203, 36.78728,-119.79055
16BO9331, 36.80822,-119.84441
16BO9350, 36.80861,-119.75418
16BO9399, 36.72862,-119.76808
16BO9490, 36.73588,-119.77438
16BO9722, 36.77939,-119.68634
16BO9735, 36.78503,-119.79054
16BO9922, 36.80828,-119.82638
16BO9972, 36.75746,-119.82912
16BO9984, 36.75044,-119.79481
16BP0066, 36.78955,-119.78826
16BP0127, 36.81225,-119.75413
16BP0158, 36.74318,-119.77243
16BP0188, 36.78955,-119.78826
16BP0193, 36.73861,-119.79353
16BP0199, 36.75454,-119.78146
16BP0202, 36.74614,-119.80770
16BP0192, 36.72139,-119.79982
16BP0226, 36.75454,-119.78146
16BP0226, 36.75454,-119.78146
16BP0256, 36.77679,-119.79506
16BP0297, 36.76827,-119.76769
16BP0336, 36.86102,-119.78861
16BP0337, 36.72580,-119.79161
16BP0354, 36.89622,-119.76532
16BP0354, 36.89622,-119.76532
16BP0419, 36.76865,-119.79057
16BP0445, 36.75304,-119.79052
16BP0475, 36.77208,-119.81763
16BP0548, 36.72863,-119.74556
16BP0580, 36.73174,-119.79818
16BP0877, 36.80822,-119.84441
16BP1137, 36.72903,-119.75724
16BP1321, 36.82275,-119.82637
16BP1363, 36.72753,-119.82213
16BP1368, 36.77957,-119.75018
16BP1378, 36.72850,-119.78784
16BP1396, 36.80857,-119.77231
16BP1424, 36.74332,-119.78037
16BP1465, 36.80827,-119.85352
16BP1503, 36.75039,-119.78939
16BP1519, 36.72747,-119.81314
16BP1525, 36.75044,-119.78151
16BP1600, 36.72139,-119.80891
16BP1619, 36.83726,-119.79025
16BP1627, 36.71963,-119.79870
16BP1657, 36.73606,-119.69562
16BP1667, 36.75744,-119.83554
16BP1724, 36.88961,-119.74808
16BP1746, 36.78650,-119.83543
16BP1768, 36.75454,-119.78146
16BP1773, 36.80639,-119.84443
16BP1788, 36.72356,-119.79470
16BP1797, 36.71416,-119.78511
16BP1839, 36.75745,-119.83153
16BP1858, 36.81257,-119.88061
16BP1963, 36.83401,-119.91570
16BP1983, 36.83401,-119.91570
16BP2004, 36.83401,-119.91570
16BP2289, 36.80817,-119.87170
16BP2450, 36.78467,-119.83546
16BP2525, 36.84027,-119.75607
16BP2562, 36.75304,-119.79052
16BP2654, 36.80312,-119.79047
16BP2683, 36.75221,-119.78928
16BP2705, 36.77963,-119.75437
16BP2731, 36.83730,-119.77223
16BP2832, 36.73845,-119.70011
16BP2954, 36.72132,-119.82667
16BP2976, 36.72656,-119.79796
16BP3002, 36.79381,-119.82640
16BP3047, 36.84329,-119.79943
16BP3047, 36.84329,-119.79943
16BP3047, 36.84329,-119.79943
16BP3066, 36.77949,-119.79958
16BP3086, 36.85928,-119.75678
16BP3114, 36.76469,-119.82958
